Date;Open;High;Low;Close
19.09.2018;111830;111830;111830;111830
19.09.2018;111830;111830;111830;111830
19.09.2018;111820;111820;111800;111820
19.09.2018;111820;111820;111760;111790
19.09.2018;111780;111780;111750;111780
19.09.2018;111780;111810;111770;111800
19.09.2018;111800;111830;111800;111830
19.09.2018;111820;111830;111780;111820
19.09.2018;111820;111830;111810;111820
19.09.2018;111810;111820;111770;111800
19.09.2018;111780;111790;111780;111790
19.09.2018;111800;111800;111790;111790
19.09.2018;111790;111790;111780;111790
19.09.2018;111800;111810;111790;111810
19.09.2018;111810;111810;111800;111800
19.09.2018;111790;111800;111760;111790
19.09.2018;111790;111820;111790;111800
19.09.2018;111800;111810;111800;111810
19.09.2018;111780;111790;111740;111770
19.09.2018;111770;111770;111700;111760
19.09.2018;111760;111780;111720;111720
19.09.2018;111740;111740;111660;111700
19.09.2018;111700;111770;111670;111730
19.09.2018;111730;111730;111710;111720
19.09.2018;111720;111760;111710;111740
19.09.2018;111750;111760;111740;111750
19.09.2018;111770;111770;111650;111720
19.09.2018;111710;111720;111710;111720
19.09.2018;111710;111790;111710;111790
19.09.2018;111790;111790;111770;111770
19.09.2018;111770;111770;111770;111770
19.09.2018;111790;111790;111780;111780
19.09.2018;111770;111780;111770;111770
19.09.2018;111770;111780;111760;111760
19.09.2018;111780;111780;111750;111760
19.09.2018;111780;111810;111770;111780
19.09.2018;111810;111810;111790;111790
19.09.2018;111800;111820;111660;111780
19.09.2018;111780;111800;111750;111800
19.09.2018;111750;111790;111750;111790
19.09.2018;111790;111800;111760;111760
19.09.2018;111800;111800;111800;111800
19.09.2018;111780;111830;111780;111810
19.09.2018;111790;111820;111790;111790
19.09.2018;111790;111820;111760;111760
19.09.2018;111780;111820;111780;111790
19.09.2018;111800;111800;111800;111800
19.09.2018;111820;111840;111690;111790
19.09.2018;111790;111820;111770;111820
19.09.2018;111810;111870;111810;111850
19.09.2018;111860;111890;111860;111890
19.09.2018;111890;111920;111880;111920
19.09.2018;111920;111920;111890;111890
19.09.2018;111900;111920;111870;111870
19.09.2018;111880;111910;111880;111910
19.09.2018;111890;111900;111870;111900
19.09.2018;111880;111900;111870;111900
19.09.2018;111890;111910;111870;111870
19.09.2018;111910;111910;111900;111900
19.09.2018;111920;111920;111900;111920
19.09.2018;111920;111950;111870;111890
19.09.2018;111880;111920;111880;111900
19.09.2018;111920;111920;111920;111920
19.09.2018;111920;111930;111910;111910
19.09.2018;111900;111920;111890;111920
19.09.2018;111880;111920;111880;111900
19.09.2018;111910;111910;111870;111870
19.09.2018;111880;112010;111850;112010
19.09.2018;111980;112090;111950;112000
19.09.2018;112040;112070;112000;112060
19.09.2018;112060;112080;112010;112030
19.09.2018;112060;112080;111960;112020
19.09.2018;112030;112080;111960;111960
19.10.2018;113540;114270;113540;114050
19.10.2018;114050;114220;114040;114190
19.10.2018;114190;114190;113980;114010
19.10.2018;114000;114080;113980;114040
19.10.2018;114040;114080;114020;114060
19.10.2018;114050;114060;113890;114010
19.10.2018;114010;114040;113970;113970
19.10.2018;113960;113980;113830;113860
19.10.2018;113850;113860;113730;113820
19.10.2018;113800;113800;113660;113680
19.10.2018;113680;113770;113640;113720
19.10.2018;113720;113870;113700;113840
19.10.2018;113830;113840;113750;113770
19.10.2018;113760;113760;113700;113750
19.10.2018;113730;113740;113660;113690
19.10.2018;113680;113750;113660;113680
19.10.2018;113700;113700;113520;113610
19.10.2018;113620;113730;113600;113690
19.10.2018;113690;113690;113590;113610
19.10.2018;113610;113640;113580;113620
19.10.2018;113610;113630;113390;113410
19.10.2018;113420;113560;113390;113550
19.10.2018;113540;113730;113510;113700
19.10.2018;113700;113710;113620;113640
19.10.2018;113640;113640;113530;113550
19.10.2018;113550;113580;113460;113540
19.10.2018;113550;113600;113540;113560
19.10.2018;113540;113550;113470;113540
19.10.2018;113540;113580;113510;113520
19.10.2018;113510;113510;113430;113430
19.10.2018;113430;113430;113180;113340
19.10.2018;113330;113570;113280;113560
19.10.2018;113560;113600;113520;113540
19.10.2018;113530;113530;113310;113340
19.10.2018;113340;113340;112950;113170
19.10.2018;113160;113170;112900;113020
19.10.2018;113020;113030;112900;112930
19.10.2018;112940;113200;112920;113200
19.10.2018;113190;113230;113120;113190
19.10.2018;113190;113230;113110;113120
19.10.2018;113110;113230;113100;113210
19.10.2018;113210;113230;113110;113130
19.10.2018;113120;113140;113030;113060
19.10.2018;113070;113070;112930;113000
19.10.2018;113000;113130;112990;113110
19.10.2018;113110;113170;113060;113160
19.10.2018;113160;113190;113140;113190
19.10.2018;113180;113200;113090;113120
19.10.2018;113120;113170;113120;113140
19.10.2018;113140;113150;113010;113120
19.10.2018;113110;113140;113080;113110
19.10.2018;113100;113140;113070;113110
19.10.2018;113120;113120;113050;113060
19.10.2018;113070;113070;112960;112990
19.10.2018;113000;113050;112920;113000
19.10.2018;113000;113140;112990;113080
19.10.2018;113070;113210;113070;113200
19.10.2018;113200;113270;113180;113240
19.10.2018;113240;113260;113210;113220
19.10.2018;113230;113230;113160;113170
19.10.2018;113170;113240;113170;113220
19.10.2018;113220;113260;113200;113230
19.10.2018;113230;113230;113150;113190
19.10.2018;113180;113210;113160;113190
19.10.2018;113200;113220;113060;113060
19.10.2018;113060;113080;112940;113010
19.10.2018;113000;113050;112930;113010
19.10.2018;113020;113020;112910;112930
19.10.2018;112930;113040;112920;113020
19.10.2018;113030;113120;112980;113100
19.10.2018;113090;113160;113080;113110
19.10.2018;113130;113140;113090;113120
19.10.2018;113110;113130;112960;112980
19.10.2018;112980;113020;112960;113000
19.10.2018;113010;113130;113010;113130
19.10.2018;113110;113150;113080;113110
19.10.2018;113120;113150;113100;113100
19.10.2018;113100;113100;113020;113040
19.10.2018;113030;113060;112750;112810
19.10.2018;112810;112890;112770;112780
19.10.2018;112780;112850;112750;112770
19.10.2018;112790;112800;112650;112660
19.10.2018;112650;112790;112650;112730
19.10.2018;112730;112760;112660;112740
19.10.2018;112730;112780;112710;112750
19.10.2018;112750;112770;112680;112690
19.10.2018;112690;112740;112670;112730
19.10.2018;112730;112770;112710;112730
19.10.2018;112730;112810;112730;112800
19.10.2018;112800;112800;112720;112760
19.10.2018;112760;112800;112700;112700
19.10.2018;112700;112770;112680;112720
19.10.2018;112720;112740;112690;112710
19.10.2018;112720;112720;112660;112690
19.10.2018;112690;112730;112670;112710
19.10.2018;112710;112740;112700;112740
19.10.2018;112740;112800;112710;112800
19.10.2018;112800;112920;112790;112870
19.10.2018;112860;112890;112830;112870
19.10.2018;112880;112920;112850;112920
19.10.2018;112920;112970;112870;112870
19.10.2018;112880;112900;112850;112890
19.10.2018;112890;112890;112850;112860
19.10.2018;112870;112910;112840;112910
19.10.2018;112900;112980;112880;112930
19.10.2018;112950;112970;112910;112930
19.10.2018;112930;112930;112900;112910
19.10.2018;112920;112920;112840;112840
19.10.2018;112840;112920;112840;112880
19.10.2018;112890;112900;112820;112820
19.10.2018;112830;112860;112790;112840
19.10.2018;112830;112840;112800;112820
19.10.2018;112810;112820;112740;112810
19.10.2018;112810;112910;112810;112890
19.10.2018;112870;112890;112820;112870
19.10.2018;112860;112880;112830;112870
19.10.2018;112880;113350;112880;113140
19.10.2018;113150;113240;113060;113230
19.10.2018;113240;113260;113200;113220
19.10.2018;113230;113230;113130;113130
19.10.2018;113130;113260;113120;113220
19.10.2018;113230;113280;113210;113270
19.10.2018;113280;113310;113230;113260
19.10.2018;113270;113340;113250;113320
19.10.2018;113320;113460;113310;113340
19.10.2018;113360;113400;113340;113370
19.10.2018;113380;113550;113370;113490
19.10.2018;113490;113520;113360;113380
19.10.2018;113360;113390;113330;113340
19.10.2018;113340;113390;113320;113340
19.10.2018;113330;113350;113290;113300
19.10.2018;113300;113330;113270;113310
19.10.2018;113310;113320;113220;113240
19.10.2018;113250;113340;113230;113270
19.10.2018;113290;113300;113240;113240
19.10.2018;113240;113260;113170;113260
19.10.2018;113260;113310;113240;113290
19.10.2018;113280;113340;113270;113290
19.10.2018;113290;113320;113280;113310
19.10.2018;113320;113340;113220;113260
19.10.2018;113270;113350;113250;113340
19.10.2018;113330;113390;113320;113380
19.10.2018;113380;113450;113260;113260
19.10.2018;113250;113330;113250;113280
19.10.2018;113300;113340;113280;113290
19.10.2018;113300;113300;113240;113260
19.10.2018;113260;113270;113240;113260
19.10.2018;113240;113320;113240;113290
19.10.2018;113290;113350;113280;113300
19.10.2018;113300;113320;113270;113290
19.10.2018;113310;113410;113300;113380
19.10.2018;113380;113400;113360;113370
19.10.2018;113380;113450;113380;113450
19.10.2018;113460;113500;113430;113450
19.10.2018;113450;113460;113400;113410
19.10.2018;113430;113470;113420;113420
19.10.2018;113420;113530;113390;113530
19.10.2018;113530;113540;113460;113510
19.10.2018;113520;113550;113450;113500
19.10.2018;113510;113640;113480;113620
19.10.2018;113620;113650;113580;113600
19.10.2018;113590;113680;113580;113650
19.10.2018;113640;113690;113630;113680
19.10.2018;113690;113700;113610;113610
19.10.2018;113630;113630;113540;113560
19.10.2018;113580;113600;113550;113550
19.10.2018;113540;113560;113510;113520
19.10.2018;113530;113560;113470;113480
19.10.2018;113470;113520;113450;113470
19.10.2018;113460;113470;113360;113380
19.10.2018;113380;113410;113350;113350
19.10.2018;113370;113400;113340;113360
19.10.2018;113360;113390;113340;113340
19.10.2018;113340;113380;113310;113370
19.10.2018;113370;113380;113330;113340
19.10.2018;113350;113390;113320;113330
19.10.2018;113340;113350;113260;113340
19.10.2018;113330;113400;113330;113380
19.10.2018;113380;113410;113350;113370
19.10.2018;113360;113460;113360;113380
19.10.2018;113400;113450;113350;113360
19.10.2018;113360;113470;113330;113460
19.10.2018;113440;113450;113400;113440
19.10.2018;113440;113440;113400;113410
19.10.2018;113430;113480;113400;113420
19.10.2018;113430;113510;113430;113470
19.10.2018;113470;113530;113440;113530
19.10.2018;113530;113540;113450;113460
19.10.2018;113460;113480;113430;113430
19.10.2018;113430;113430;113340;113370
19.10.2018;113360;113390;113340;113380
19.10.2018;113390;113400;113340;113340
19.10.2018;113340;113400;113340;113400
19.10.2018;113390;113410;113340;113360
19.10.2018;113370;113410;113370;113410
19.10.2018;113410;113460;113400;113450
19.10.2018;113470;113600;113460;113570
19.10.2018;113580;113630;113520;113610
19.10.2018;113610;113630;113540;113600
19.10.2018;113590;113740;113590;113630
19.10.2018;113640;113720;113620;113710
19.10.2018;113710;113740;113680;113740
19.10.2018;113740;113790;113720;113720
19.10.2018;113730;113830;113710;113820
19.10.2018;113820;113860;113760;113780
19.10.2018;113780;113900;113780;113880
19.10.2018;113880;113880;113810;113810
19.10.2018;113820;113870;113810;113860
19.10.2018;113860;113910;113840;113890
19.10.2018;113880;113900;113850;113880
19.10.2018;113890;114000;113870;113920
19.10.2018;113910;113940;113880;113890
19.10.2018;113900;113900;113840;113860
19.10.2018;113860;113900;113850;113860
19.10.2018;113860;113900;113820;113820
19.10.2018;113820;113860;113810;113830
19.10.2018;113820;113840;113770;113790
19.10.2018;113800;113800;113730;113760
19.10.2018;113750;113770;113740;113750
19.10.2018;113750;113750;113710;113710
19.10.2018;113730;113770;113700;113770
19.10.2018;113780;113830;113760;113800
19.10.2018;113810;113820;113750;113750
19.10.2018;113760;113760;113730;113730
19.10.2018;113740;113740;113680;113700
19.10.2018;113700;113730;113670;113710
19.10.2018;113720;113770;113720;113750
19.10.2018;113760;113790;113690;113730
19.10.2018;113730;113750;113680;113690
19.10.2018;113690;113720;113630;113700
19.10.2018;113690;113780;113670;113700
19.10.2018;113690;113700;113650;113650
19.10.2018;113640;113700;113640;113680
19.10.2018;113690;113700;113630;113640
19.10.2018;113640;113690;113640;113670
19.10.2018;113680;113720;113650;113700
19.10.2018;113700;113710;113660;113710
19.10.2018;113690;113690;113630;113660
19.10.2018;113670;113690;113650;113650
19.10.2018;113660;113700;113650;113700
19.10.2018;113680;113740;113650;113670
19.10.2018;113670;113790;113670;113770
19.10.2018;113770;113770;113720;113740
19.10.2018;113730;113860;113730;113850
19.10.2018;113850;113880;113800;113800
19.10.2018;113800;113850;113790;113820
19.10.2018;113810;113840;113760;113760
19.10.2018;113770;113850;113770;113790
19.10.2018;113790;113820;113730;113740
19.10.2018;113750;113900;113730;113890
19.10.2018;113900;113920;113840;113870
19.10.2018;113870;113870;113830;113860
19.10.2018;113860;113920;113840;113910
19.10.2018;113920;113970;113900;113970
19.10.2018;113970;114040;113910;113930
19.10.2018;113930;114020;113930;113950
19.10.2018;113950;114000;113950;113950
19.10.2018;113980;113990;113930;113960
19.10.2018;113960;114000;113920;113920
19.10.2018;113920;113930;113910;113920
19.10.2018;113920;113950;113920;113940
19.10.2018;113940;114030;113940;113970
19.10.2018;113970;114000;113900;113930
19.10.2018;113940;113940;113840;113850
19.10.2018;113850;113910;113850;113900
19.10.2018;113890;113940;113880;113900
19.10.2018;113900;113920;113870;113870
19.10.2018;113870;113890;113860;113880
19.10.2018;113880;113920;113870;113890
19.10.2018;113900;113930;113860;113870
19.10.2018;113860;113900;113850;113900
19.10.2018;113900;113900;113850;113890
19.10.2018;113890;113910;113790;113790
19.10.2018;113800;113810;113760;113770
19.10.2018;113790;113790;113730;113730
19.10.2018;113720;113760;113720;113760
19.10.2018;113750;113780;113740;113760
19.10.2018;113760;113800;113760;113760
19.10.2018;113780;113830;113780;113820
19.10.2018;113830;113860;113820;113840
19.10.2018;113840;113850;113810;113840
19.10.2018;113830;113880;113830;113840
19.10.2018;113840;113900;113830;113890
19.10.2018;113870;113930;113870;113910
19.10.2018;113920;113920;113860;113860
19.10.2018;113880;113900;113860;113860
19.10.2018;113870;113910;113860;113870
19.10.2018;113870;113900;113860;113860
19.10.2018;113870;113880;113840;113840
19.10.2018;113840;113860;113790;113800
19.10.2018;113800;113820;113720;113760
19.10.2018;113760;113760;113730;113750
19.10.2018;113750;113760;113720;113740
19.10.2018;113730;113750;113690;113740
19.10.2018;113740;113780;113730;113780
19.10.2018;113780;113900;113780;113890
19.10.2018;113900;113900;113810;113830
19.10.2018;113810;113880;113810;113820
19.10.2018;113840;113840;113810;113820
19.10.2018;113820;113850;113820;113840
19.10.2018;113830;113870;113820;113850
19.10.2018;113840;113840;113750;113760
19.10.2018;113770;113810;113770;113790
19.10.2018;113790;113810;113760;113780
19.10.2018;113770;113810;113750;113750
19.10.2018;113760;113780;113750;113780
19.10.2018;113780;113780;113760;113770
19.10.2018;113770;113790;113770;113780
19.10.2018;113780;113850;113780;113830
19.10.2018;113840;113940;113820;113930
19.10.2018;113930;113940;113880;113930
19.10.2018;113920;113950;113910;113930
19.10.2018;113930;113970;113870;113870
19.10.2018;113890;113910;113870;113890
19.10.2018;113880;113890;113860;113860
19.10.2018;113860;113900;113850;113880
19.10.2018;113880;113940;113860;113930
19.10.2018;113930;113950;113880;113950
19.10.2018;113950;113960;113880;113890
19.10.2018;113880;113910;113870;113910
19.10.2018;113910;113910;113840;113860
19.10.2018;113870;113870;113840;113860
19.10.2018;113860;113890;113810;113830
19.10.2018;113850;113930;113850;113910
19.10.2018;113920;113930;113890;113910
19.10.2018;113900;113900;113850;113870
19.10.2018;113860;113870;113830;113830
19.10.2018;113820;113840;113790;113830
19.10.2018;113840;113860;113820;113830
19.10.2018;113840;113870;113820;113820
19.10.2018;113820;113840;113800;113800
19.10.2018;113790;113810;113780;113800
19.10.2018;113800;113810;113740;113750
19.10.2018;113750;113810;113740;113800
19.10.2018;113800;113810;113760;113770
19.10.2018;113760;113780;113700;113770
19.10.2018;113770;113790;113750;113770
19.10.2018;113780;113800;113760;113780
19.10.2018;113780;113810;113760;113810
19.10.2018;113800;113830;113790;113800
19.10.2018;113820;113850;113800;113840
19.10.2018;113840;113910;113780;113910
19.10.2018;113910;113920;113620;113690
19.10.2018;113690;113700;113630;113680
19.10.2018;113670;113680;113460;113540
19.10.2018;113530;113610;113510;113520
19.10.2018;113520;113550;113480;113550
19.10.2018;113540;113560;113500;113540
19.10.2018;113530;113540;113480;113490
19.10.2018;113500;113530;113440;113520
19.10.2018;113510;113570;113470;113470
19.10.2018;113470;113580;113470;113530
19.10.2018;113520;113610;113500;113590
19.10.2018;113600;113630;113580;113620
19.10.2018;113630;113630;113510;113520
19.10.2018;113520;113530;113460;113500
19.10.2018;113500;113630;113500;113570
19.10.2018;113560;113630;113550;113590
19.10.2018;113590;113670;113590;113620
19.10.2018;113630;113630;113530;113580
19.10.2018;113580;113600;113550;113590
19.10.2018;113580;113600;113550;113570
19.10.2018;113570;113630;113550;113610
19.10.2018;113600;113640;113600;113600
19.10.2018;113610;113630;113570;113600
19.10.2018;113600;113610;113500;113500
19.10.2018;113520;113520;113360;113460
19.10.2018;113440;113440;113370;113430
19.10.2018;113420;113420;113350;113370
19.10.2018;113380;113440;113370;113380
19.10.2018;113380;113420;113370;113410
19.10.2018;113380;113400;113370;113380
19.10.2018;113370;113430;113370;113420
19.10.2018;113420;113460;113410;113440
19.10.2018;113430;113460;113420;113440
19.10.2018;113440;113540;113430;113510
19.10.2018;113520;113570;113500;113530
19.10.2018;113540;113570;113520;113530
19.10.2018;113520;113530;113490;113530
19.10.2018;113530;113580;113520;113570
19.10.2018;113580;113630;113570;113590
19.10.2018;113590;113640;113580;113580
19.10.2018;113580;113590;113530;113540
19.10.2018;113530;113530;113440;113480
19.10.2018;113490;113490;113420;113420
19.10.2018;113430;113550;113400;113460
19.10.2018;113460;113460;113270;113330
19.10.2018;113350;113370;113280;113370
19.10.2018;113370;113620;113350;113580
19.10.2018;113580;113590;113480;113510
19.10.2018;113520;113600;113500;113580
19.10.2018;113570;113640;113530;113640
19.10.2018;113640;113710;113580;113580
19.10.2018;113580;113620;113550;113620
19.10.2018;113620;113760;113620;113730
19.10.2018;113730;113790;113710;113760
19.10.2018;113760;113920;113750;113890
19.10.2018;113910;114000;113910;113990
19.10.2018;113980;114280;113950;114230
19.10.2018;114230;114250;114100;114140
19.10.2018;114140;114280;114110;114120
19.10.2018;114130;114130;114050;114050
19.10.2018;114070;114100;114020;114040
19.10.2018;114040;114080;114010;114050
19.10.2018;114070;114080;114010;114030
19.10.2018;114030;114140;114030;114100
19.10.2018;114110;114120;113980;114000
19.10.2018;114000;114050;113970;114050
19.10.2018;114040;114070;113980;114070
19.10.2018;114080;114120;114040;114090
19.10.2018;114090;114130;114020;114050
19.10.2018;114060;114110;114050;114070
19.10.2018;114060;114070;114030;114040
19.10.2018;114030;114060;113950;113990
19.10.2018;113990;114020;113980;114010
19.10.2018;114010;114080;113930;113940
19.10.2018;113950;113990;113880;113920
19.10.2018;113920;113930;113810;113830
19.10.2018;113840;114000;113810;113980
19.10.2018;113970;114000;113860;113860
19.10.2018;113870;113950;113870;113910
19.10.2018;113910;113920;113750;113750
19.10.2018;113750;113800;113730;113780
19.10.2018;113780;113830;113760;113810
19.10.2018;113810;113820;113720;113800
19.10.2018;113790;113800;113650;113680
19.10.2018;113670;113690;113510;113560
19.10.2018;113550;113580;113510;113530
19.10.2018;113530;113610;113480;113590
19.10.2018;113590;113640;113440;113470
19.10.2018;113470;113600;113470;113570
19.10.2018;113570;113570;113500;113540
19.10.2018;113530;113600;113530;113560
19.10.2018;113570;113570;113440;113440
19.10.2018;113440;113540;113440;113480
19.10.2018;113480;113550;113470;113490
19.10.2018;113490;113540;113490;113530
19.10.2018;113520;113530;113420;113480
19.10.2018;113480;113520;113460;113470
19.10.2018;113470;113480;113310;113320
19.10.2018;113310;113410;113300;113370
19.10.2018;113370;113370;113210;113250
19.10.2018;113230;113240;113090;113130
19.10.2018;113120;113140;113020;113090
19.10.2018;113090;113130;113090;113090
19.10.2018;113100;113140;112970;112990
19.10.2018;113000;113030;112940;113000
19.10.2018;112990;113090;112970;113060
19.10.2018;113070;113180;113070;113130
19.10.2018;113140;113170;113050;113080
19.10.2018;113080;113090;113020;113040
19.10.2018;113030;113050;112980;113030
19.10.2018;113030;113100;113000;113020
19.10.2018;113020;113040;112950;112980
19.10.2018;112990;113050;112940;113020
19.10.2018;113020;113080;112960;113070
19.10.2018;113080;113100;112880;112900
19.10.2018;112900;112940;112840;112870
19.10.2018;112860;112920;112820;112890
19.10.2018;112890;112900;112810;112880
19.10.2018;112870;112930;112840;112900
19.10.2018;112910;112940;112870;112940
19.10.2018;112950;113010;112920;112980
19.10.2018;112970;113000;112920;112940
19.10.2018;112940;112970;112900;112930
19.10.2018;112930;112940;112900;112920
19.10.2018;112930;112970;112880;112900
19.10.2018;112920;112920;112820;112920
19.10.2018;112900;113010;112890;112970
19.10.2018;112970;113000;112880;112890
19.10.2018;112900;112930;112870;112920
19.10.2018;112920;112990;112900;112980
19.10.2018;112980;113040;112920;113010
19.10.2018;113020;113060;112950;112960
19.10.2018;112970;113020;112910;113020
19.10.2018;113010;113170;113000;113150
19.10.2018;113150;113180;113090;113100
19.10.2018;113110;113140;113070;113080
19.10.2018;113090;113120;113040;113040
19.10.2018;113050;113050;112940;112940
19.10.2018;112950;113030;112930;113010
19.10.2018;113010;113050;112980;113010
19.10.2018;113010;113120;113010;113100
19.10.2018;113100;113220;113090;113160
19.10.2018;113170;113230;113150;113170
19.10.2018;113170;113200;113140;113170
19.10.2018;113160;113190;113120;113150
19.10.2018;113160;113160;113100;113160
19.10.2018;113170;113270;113170;113260
19.10.2018;113270;113300;113210;113210
19.10.2018;113210;113320;113190;113260
19.10.2018;113260;113360;113220;113230
19.10.2018;113230;113250;113110;113140
19.10.2018;113140;113140;113080;113080
19.10.2018;113090;113100;113030;113040
19.10.2018;113030;113090;113030;113070
19.10.2018;113070;113080;112890;112910
19.10.2018;112900;112920;112870;112890
19.10.2018;112890;112890;112710;112720
19.10.2018;112730;112730;112430;112580
19.10.2018;112590;112630;112470;112550
19.10.2018;112560;112560;112450;112480
19.10.2018;112470;112630;112450;112580
19.10.2018;112580;112600;112540;112580
19.10.2018;112580;112580;112520;112550
19.10.2018;112550;112570;112480;112500
19.10.2018;112530;112600;112490;112570
19.10.2018;112570;112580;112390;112430
19.10.2018;112430;112450;112360;112440
19.10.2018;112430;112430;112330;112400
19.10.2018;112400;112410;112310;112380
19.10.2018;112380;112480;112340;112420
19.10.2018;112410;112440;112370;112410
19.10.2018;112400;112450;112390;112440
19.10.2018;112450;112470;112420;112440
19.10.2018;112420;112440;112320;112430
19.10.2018;112430;112540;112430;112520
19.10.2018;112520;112540;112430;112460
19.10.2018;112460;112550;112450;112520
19.10.2018;112540;112600;112520;112570
19.10.2018;112610;113660;112610;113310
19.10.2018;113320;113530;113300;113470
19.10.2018;113480;113500;113310;113330
19.10.2018;113320;113340;113250;113270
19.10.2018;113270;113280;113110;113200
19.10.2018;113210;113340;113180;113340
19.10.2018;113340;113350;113180;113210
19.10.2018;113210;113270;113170;113190
19.10.2018;113190;113250;113120;113130
19.10.2018;113140;113200;113130;113180
19.10.2018;113180;113220;113130;113130
19.10.2018;113130;113160;113100;113120
19.10.2018;113110;113150;113040;113050
19.10.2018;113040;113040;112400;112720
19.10.2018;112720;112770;112630;112650
19.10.2018;112630;112690;112410;112490
19.10.2018;112480;112590;112470;112540
19.10.2018;112540;112560;112440;112460
19.10.2018;112450;112500;112360;112470
19.10.2018;112480;112560;112430;112530
19.10.2018;112520;112540;112470;112500
19.10.2018;112500;112560;112430;112550
19.10.2018;112540;112600;112530;112540
19.10.2018;112530;112590;112500;112550
19.10.2018;112540;112560;112480;112490
19.10.2018;112490;112520;112420;112440
19.10.2018;112440;112450;112220;112220
19.10.2018;112220;112290;112210;112280
19.10.2018;112290;112290;112220;112250
19.10.2018;112260;112300;112240;112290
19.10.2018;112300;112310;112230;112280
19.10.2018;112280;112350;112260;112320
19.10.2018;112330;112350;112280;112330
19.10.2018;112320;112360;112290;112300
19.10.2018;112290;112330;112240;112240
19.10.2018;112230;112310;112210;112310
19.10.2018;112310;112320;112270;112300
19.10.2018;112300;112310;112240;112290
19.10.2018;112280;112300;112240;112270
19.10.2018;112290;112330;112290;112310
19.10.2018;112310;112320;112260;112320
19.10.2018;112320;112370;112310;112350
19.10.2018;112350;112380;112290;112370
19.10.2018;112370;112400;112350;112370
19.10.2018;112370;112430;112360;112370
19.10.2018;112380;112480;112380;112430
19.10.2018;112450;112500;112420;112480
19.10.2018;112500;112610;112480;112560
19.10.2018;112560;112570;112500;112520
19.10.2018;112520;112560;112510;112540
19.10.2018;112540;112590;112450;112470
19.10.2018;112480;112520;112470;112470
19.10.2018;112480;112540;112480;112480
19.10.2018;112470;112500;112450;112500
19.10.2018;112510;112670;112510;112650
19.10.2018;112650;112700;112630;112640
19.10.2018;112640;112640;112590;112610
19.10.2018;112600;112630;112580;112620
19.10.2018;112610;112680;112590;112650
19.10.2018;112640;112640;112590;112610
19.10.2018;112610;112620;112560;112590
19.10.2018;112590;112630;112580;112590
19.10.2018;112590;112590;112550;112570
19.10.2018;112570;112570;112490;112510
19.10.2018;112510;112560;112510;112550
19.10.2018;112550;112580;112510;112520
19.10.2018;112520;112570;112520;112570
19.10.2018;112560;112580;112550;112570
19.10.2018;112580;112580;112460;112480
19.10.2018;112470;112500;112420;112500
19.10.2018;112480;112570;112480;112560
19.10.2018;112550;112570;112530;112570
19.10.2018;112570;112660;112560;112640
19.10.2018;112660;112690;112620;112690
19.10.2018;112690;112730;112670;112690
19.10.2018;112710;112720;112660;112710
19.10.2018;112710;112770;112710;112710
19.10.2018;112720;112810;112720;112770
19.10.2018;112750;112790;112710;112780
19.10.2018;112780;112800;112690;112710
19.10.2018;112710;112720;112690;112710
19.10.2018;112710;112730;112690;112700
19.10.2018;112690;112700;112670;112680
19.10.2018;112690;112700;112650;112670
19.10.2018;112660;112690;112660;112680
19.10.2018;112680;112720;112660;112680
19.10.2018;112690;112690;112610;112640
19.10.2018;112640;112670;112620;112660
19.10.2018;112660;112730;112640;112710
19.10.2018;112710;112750;112700;112750
19.10.2018;112740;112790;112720;112780
19.10.2018;112770;112780;112700;112720
19.10.2018;112730;112770;112720;112760
19.10.2018;112750;112790;112730;112760
19.10.2018;112770;112780;112750;112750
19.10.2018;112750;112770;112700;112700
19.10.2018;112720;112740;112710;112710
19.10.2018;112720;112730;112710;112720
19.10.2018;112720;112730;112670;112670
19.10.2018;112680;112690;112640;112660
19.10.2018;112650;112680;112620;112670
19.10.2018;112680;112690;112640;112640
19.10.2018;112650;112660;112550;112590
19.10.2018;112590;112590;112550;112570
19.10.2018;112560;112560;112530;112560
19.10.2018;112550;112590;112530;112570
19.10.2018;112570;112620;112560;112620
19.10.2018;112630;112630;112600;112620
19.10.2018;112600;112660;112590;112660
19.10.2018;112640;112680;112620;112670
19.10.2018;112670;112690;112630;112640
19.10.2018;112630;112660;112620;112640
19.10.2018;112630;112630;112600;112610
19.10.2018;112600;112610;112560;112580
19.10.2018;112550;112550;112470;112530
19.10.2018;112520;112550;112490;112550
19.10.2018;112540;112540;112500;112510
19.10.2018;112510;112520;112500;112500
19.10.2018;112510;112510;112440;112480
19.10.2018;112470;112490;112440;112490
19.10.2018;112480;112480;112430;112450
19.10.2018;112460;112480;112460;112480
19.10.2018;112470;112480;112420;112420
19.10.2018;112420;112420;112350;112350
19.10.2018;112360;112360;112260;112280
19.10.2018;112270;112320;112250;112260
19.10.2018;112250;112250;112160;112200
19.10.2018;112190;112220;112170;112220
19.10.2018;112220;112240;112200;112240
19.10.2018;112220;112300;112210;112290
19.10.2018;112280;112310;112270;112280
19.10.2018;112300;112360;112300;112340
19.10.2018;112350;112350;112280;112310
19.10.2018;112320;112340;112260;112310
19.10.2018;112320;112330;112280;112280
19.10.2018;112270;112290;112250;112250
19.10.2018;112250;112300;112240;112250
19.10.2018;112270;112280;112240;112260
19.10.2018;112260;112270;112240;112240
19.10.2018;112230;112310;112230;112300
19.10.2018;112300;112340;112240;112330
19.10.2018;112340;112400;112330;112360
19.10.2018;112370;112380;112350;112360
